title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty_rating
Quick Spinach and Eggs Plate,entree,Italian,"['eggs', 'bread', 'spinach']",8,23,31,4,medium,True,A straightforward italian dish featuring eggs and spinach.,1. Chop the spinach and prep the eggs. 2. Cook the bread according to package directions. 3. Sauté the eggs and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Zucchini and Salmon Plate,entree,Mexican,"['salmon', 'bread', 'zucchini', 'hot sauce', 'cheese']",14,18,32,4,medium,False,A straightforward mexican dish featuring salmon and zucchini.,1. Chop the zucchini and prep the salmon. 2. Cook the bread according to package directions. 3. Sauté the salmon and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Salmon Noodles Bowl,entree,Asian,"['salmon', 'noodles', 'zucchini', 'butter']",12,16,28,2,easy,False,A straightforward asian dish featuring salmon and zucchini.,1. Chop the zucchini and prep the salmon. 2. Cook the noodles according to package directions. 3. Sauté the salmon and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Onion and Pork Chops Plate,entree,American,"['pork chops', 'pasta', 'onion']",11,19,30,2,medium,False,A straightforward american dish featuring pork chops and onion.,1. Chop the onion and prep the pork chops. 2. Cook the pasta according to package directions. 3. Sauté the pork chops and onion until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Chicken Breast Rice Bowl,entree,Mediterranean,"['chicken breast', 'rice', 'peas', 'teriyaki sauce']",12,11,23,2,easy,False,A straightforward mediterranean dish featuring chicken breast and peas.,1. Chop the peas and prep the chicken breast. 2. Cook the rice according to package directions. 3. Sauté the chicken breast and peas until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Cabbage and Pork Chops Plate,entree,American,"['pork chops', 'pasta', 'cabbage', 'ginger']",6,10,16,4,easy,False,A straightforward american dish featuring pork chops and cabbage.,1. Chop the cabbage and prep the pork chops. 2. Cook the pasta according to package directions. 3. Sauté the pork chops and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,1
Simple Pork Chops Rice Bowl,entree,American,"['pork chops', 'rice', 'onion', 'olive oil', 'garlic']",13,25,38,2,medium,False,A straightforward american dish featuring pork chops and onion.,1. Chop the onion and prep the pork chops. 2. Cook the rice according to package directions. 3. Sauté the pork chops and onion until fully cooked. 4. Combine all ingredients together and serve hot.,3
Pork Chops with Onion and Sweet Potatoes,entree,Mediterranean,"['pork chops', 'sweet potatoes', 'onion', 'lemon juice', 'soy sauce']",11,21,32,2,medium,False,A straightforward mediterranean dish featuring pork chops and onion.,1. Chop the onion and prep the pork chops. 2. Cook the sweet potatoes according to package directions. 3. Sauté the pork chops and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Black Beans Tortillas Bowl,entree,Mediterranean,"['black beans', 'tortillas', 'broccoli', 'garlic', 'cheese']",5,21,26,2,easy,True,A straightforward mediterranean dish featuring black beans and broccoli.,1. Chop the broccoli and prep the black beans. 2. Cook the tortillas according to package directions. 3. Sauté the black beans and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Salmon with Tomatoes and Sweet Potatoes,entree,American,"['salmon', 'sweet potatoes', 'tomatoes']",11,21,32,4,medium,False,A straightforward american dish featuring salmon and tomatoes.,1. Chop the tomatoes and prep the salmon. 2. Cook the sweet potatoes according to package directions. 3. Sauté the salmon and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,2
Tofu with Spinach and Pasta,entree,Italian,"['tofu', 'pasta', 'spinach', 'garlic', 'ginger']",13,25,38,4,medium,True,A straightforward italian dish featuring tofu and spinach.,1. Chop the spinach and prep the tofu. 2. Cook the pasta according to package directions. 3. Sauté the tofu and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Tomatoes and Beef Strips Plate,entree,American,"['beef strips', 'bread', 'tomatoes', 'hot sauce', 'cheese']",12,21,33,4,medium,False,A straightforward american dish featuring beef strips and tomatoes.,1. Chop the tomatoes and prep the beef strips. 2. Cook the bread according to package directions. 3. Sauté the beef strips and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,3
Chickpeas with Cabbage and Pasta,entree,Italian,"['chickpeas', 'pasta', 'cabbage', 'teriyaki sauce', 'butter']",8,11,19,4,easy,True,A straightforward italian dish featuring chickpeas and cabbage.,1. Chop the cabbage and prep the chickpeas. 2. Cook the pasta according to package directions. 3. Sauté the chickpeas and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,1
Simple Beef Strips Sweet Potatoes Bowl,entree,American,"['beef strips', 'sweet potatoes', 'cabbage', 'soy sauce']",9,22,31,4,medium,False,A straightforward american dish featuring beef strips and cabbage.,1. Chop the cabbage and prep the beef strips. 2. Cook the sweet potatoes according to package directions. 3. Sauté the beef strips and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Lentils Sweet Potatoes Bowl,entree,Mexican,"['lentils', 'sweet potatoes', 'broccoli']",7,12,19,4,easy,True,A straightforward mexican dish featuring lentils and broccoli.,1. Chop the broccoli and prep the lentils. 2. Cook the sweet potatoes according to package directions. 3. Sauté the lentils and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,1
Simple Chickpeas Sweet Potatoes Bowl,entree,Italian,"['chickpeas', 'sweet potatoes', 'broccoli']",7,14,21,2,easy,True,A straightforward italian dish featuring chickpeas and broccoli.,1. Chop the broccoli and prep the chickpeas. 2. Cook the sweet potatoes according to package directions. 3. Sauté the chickpeas and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Carrots and Eggs Plate,entree,Mexican,"['eggs', 'tortillas', 'carrots', 'ginger']",7,15,22,4,easy,True,A straightforward mexican dish featuring eggs and carrots.,1. Chop the carrots and prep the eggs. 2. Cook the tortillas according to package directions. 3. Sauté the eggs and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Eggs Plate,entree,Italian,"['eggs', 'rice', 'bell pepper', 'olive oil']",8,16,24,2,easy,True,A straightforward italian dish featuring eggs and bell pepper.,1. Chop the bell pepper and prep the eggs. 2. Cook the rice according to package directions. 3. Sauté the eggs and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Pork Chops with Broccoli and Rice,entree,Italian,"['pork chops', 'rice', 'broccoli']",10,18,28,2,easy,False,A straightforward italian dish featuring pork chops and broccoli.,1. Chop the broccoli and prep the pork chops. 2. Cook the rice according to package directions. 3. Sauté the pork chops and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Tofu Quinoa Bowl,entree,Italian,"['tofu', 'quinoa', 'carrots']",9,13,22,2,easy,True,A straightforward italian dish featuring tofu and carrots.,1. Chop the carrots and prep the tofu. 2. Cook the quinoa according to package directions. 3. Sauté the tofu and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Tofu with Mushrooms and Bread,entree,Italian,"['tofu', 'bread', 'mushrooms']",12,10,22,2,easy,True,A straightforward italian dish featuring tofu and mushrooms.,1. Chop the mushrooms and prep the tofu. 2. Cook the bread according to package directions. 3. Sauté the tofu and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Zucchini and Beef Strips Plate,entree,Asian,"['beef strips', 'noodles', 'zucchini']",7,15,22,4,easy,False,A straightforward asian dish featuring beef strips and zucchini.,1. Chop the zucchini and prep the beef strips. 2. Cook the noodles according to package directions. 3. Sauté the beef strips and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Chicken Breast Potatoes Bowl,entree,American,"['chicken breast', 'potatoes', 'cabbage', 'lemon juice']",5,15,20,4,easy,False,A straightforward american dish featuring chicken breast and cabbage.,1. Chop the cabbage and prep the chicken breast. 2. Cook the potatoes according to package directions. 3. Sauté the chicken breast and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Carrots and Shrimp Plate,entree,Italian,"['shrimp', 'quinoa', 'carrots']",11,22,33,4,medium,False,A straightforward italian dish featuring shrimp and carrots.,1. Chop the carrots and prep the shrimp. 2. Cook the quinoa according to package directions. 3. Sauté the shrimp and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,3
Lentils with Cabbage and Bread,entree,American,"['lentils', 'bread', 'cabbage']",7,24,31,2,medium,True,A straightforward american dish featuring lentils and cabbage.,1. Chop the cabbage and prep the lentils. 2. Cook the bread according to package directions. 3. Sauté the lentils and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Eggs Potatoes Bowl,entree,Italian,"['eggs', 'potatoes', 'bell pepper', 'garlic']",7,13,20,2,easy,True,A straightforward italian dish featuring eggs and bell pepper.,1. Chop the bell pepper and prep the eggs. 2. Cook the potatoes according to package directions. 3. Sauté the eggs and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Tofu with Onion and Potatoes,entree,American,"['tofu', 'potatoes', 'onion', 'butter']",6,11,17,2,easy,True,A straightforward american dish featuring tofu and onion.,1. Chop the onion and prep the tofu. 2. Cook the potatoes according to package directions. 3. Sauté the tofu and onion until fully cooked. 4. Combine all ingredients together and serve hot.,1
Quick Broccoli and Eggs Plate,entree,Asian,"['eggs', 'tortillas', 'broccoli', 'hot sauce']",13,11,24,4,easy,True,A straightforward asian dish featuring eggs and broccoli.,1. Chop the broccoli and prep the eggs. 2. Cook the tortillas according to package directions. 3. Sauté the eggs and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Eggs with Cabbage and Bread,entree,Italian,"['eggs', 'bread', 'cabbage']",7,11,18,2,easy,True,A straightforward italian dish featuring eggs and cabbage.,1. Chop the cabbage and prep the eggs. 2. Cook the bread according to package directions. 3. Sauté the eggs and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,1
Simple Shrimp Rice Bowl,entree,Mediterranean,"['shrimp', 'rice', 'zucchini']",15,16,31,2,medium,False,A straightforward mediterranean dish featuring shrimp and zucchini.,1. Chop the zucchini and prep the shrimp. 2. Cook the rice according to package directions. 3. Sauté the shrimp and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Black Beans with Broccoli and Potatoes,entree,Italian,"['black beans', 'potatoes', 'broccoli', 'butter']",5,16,21,2,easy,True,A straightforward italian dish featuring black beans and broccoli.,1. Chop the broccoli and prep the black beans. 2. Cook the potatoes according to package directions. 3. Sauté the black beans and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Lentils with Carrots and Potatoes,entree,Mexican,"['lentils', 'potatoes', 'carrots']",11,14,25,4,easy,True,A straightforward mexican dish featuring lentils and carrots.,1. Chop the carrots and prep the lentils. 2. Cook the potatoes according to package directions. 3. Sauté the lentils and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Zucchini and Tofu Plate,entree,American,"['tofu', 'potatoes', 'zucchini']",7,22,29,4,easy,True,A straightforward american dish featuring tofu and zucchini.,1. Chop the zucchini and prep the tofu. 2. Cook the potatoes according to package directions. 3. Sauté the tofu and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Mushrooms and Tofu Plate,entree,Mexican,"['tofu', 'quinoa', 'mushrooms', 'soy sauce']",13,15,28,4,easy,True,A straightforward mexican dish featuring tofu and mushrooms.,1. Chop the mushrooms and prep the tofu. 2. Cook the quinoa according to package directions. 3. Sauté the tofu and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
