title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty rating
Mediterranean Chicken Soup,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'garlic']",12,18,30,2,medium,False,A fresh and herb-forward main dish built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Garlic Oregano Chicken Soup,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'oregano', 'garlic']",15,25,40,6,medium,False,A bright Mediterranean-style entree built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Tomato Olive Chicken Soup,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'cauliflower', 'parsley', 'garlic']",12,28,40,4,medium,False,A bright Mediterranean-style entree built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Zesty Herb Chicken Soup,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'cauliflower', 'carrot', 'lemon', 'garlic']",10,25,35,6,medium,False,A fresh and herb-forward main dish built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Sun-Dried Tomato Chicken Soup,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'mushrooms', 'onion', 'peas', 'lemon', 'garlic']",18,27,45,6,medium,False,A fresh and herb-forward main dish built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Ginger Garlic Chicken Soup,entree,Asian,"['chicken breast', 'olive oil', 'broth', 'cabbage', 'carrot', 'green onion', 'sesame oil', 'honey', 'garlic']",12,23,35,4,medium,False,A quick Asian-inspired entree built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Sesame Chicken Soup,entree,Asian,"['chicken breast', 'olive oil', 'salt', 'black pepper', 'broth', 'spinach', 'tomato', 'onion', 'green onion', 'garlic']",10,25,35,2,medium,False,A quick Asian-inspired entree built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and salt until fully cooked. 4. Stir well, taste, and serve hot.",3
Soy Glazed Chicken Soup,entree,Asian,"['chicken breast', 'olive oil', 'broth', 'garlic']",10,20,30,6,medium,False,A savory umami-forward main dish built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Sweet Chili Chicken Soup,entree,Asian,"['chicken breast', 'olive oil', 'broth', 'cabbage', 'garlic']",20,15,35,6,medium,False,A savory umami-forward main dish built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Teriyaki Chicken Soup,entree,Asian,"['chicken breast', 'olive oil', 'broth', 'onion', 'soy sauce', 'garlic']",12,28,40,4,medium,False,A quick Asian-inspired entree built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Scallion Chicken Soup,entree,Asian,"['chicken breast', 'olive oil', 'broth', 'cauliflower', 'carrot', 'peas', 'garlic']",20,20,40,2,medium,False,A quick Asian-inspired entree built around chicken with soup.,"1. Prep the chicken breast and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the chicken breast with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Herb Chicken Sheet Pan Dinner,entree,American,"['chicken breast', 'olive oil', 'onion', 'bell pepper', 'cauliflower', 'carrot', 'paprika', 'thyme']",12,18,30,4,easy,False,A hearty and simple main dish built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Garlic Chicken Sheet Pan Dinner,entree,American,"['chicken breast', 'olive oil', 'thyme']",20,15,35,2,easy,False,A comfort-food style dinner built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and thyme until fully cooked. 4. Combine everything and serve hot.,1
Smoky Chicken Sheet Pan Dinner,entree,American,"['chicken breast', 'olive oil', 'onion', 'garlic powder', 'thyme']",10,25,35,4,easy,False,A comfort-food style dinner built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Lemon Pepper Chicken Sheet Pan Dinner,entree,American,"['chicken breast', 'olive oil', 'onion', 'bell pepper', 'rosemary', 'garlic powder']",15,25,40,6,easy,False,A savory weeknight entree built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Roasted Chicken Sheet Pan Dinner,entree,American,"['chicken breast', 'olive oil', 'onion', 'bell pepper', 'broccoli', 'carrot', 'butter']",12,33,45,4,easy,False,A comfort-food style dinner built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Homestyle Chicken Sheet Pan Dinner,entree,American,"['chicken breast', 'olive oil', 'onion', 'bell pepper', 'eggplant', 'tomato', 'zucchini', 'paprika', 'thyme']",20,15,35,2,easy,False,A comfort-food style dinner built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Lemon Herb Chicken Sheet Pan Dinner,entree,Mediterranean,"['chicken breast', 'olive oil', 'onion']",20,15,35,6,easy,False,A light but satisfying dinner built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,1
Mediterranean Chicken Sheet Pan Dinner,entree,Mediterranean,"['chicken breast', 'olive oil', 'onion', 'bell pepper']",10,25,35,2,easy,False,A bright Mediterranean-style entree built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,1
Garlic Oregano Chicken Sheet Pan Dinner,entree,Mediterranean,"['chicken breast', 'olive oil', 'onion', 'bell pepper', 'oregano']",15,15,30,4,easy,False,A fresh and herb-forward main dish built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Tomato Olive Chicken Sheet Pan Dinner,entree,Mediterranean,"['chicken breast', 'olive oil', 'onion', 'bell pepper', 'cabbage', 'lemon']",10,25,35,4,easy,False,A fresh and herb-forward main dish built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Zesty Herb Chicken Sheet Pan Dinner,entree,Mediterranean,"['chicken breast', 'olive oil', 'onion', 'bell pepper', 'zucchini', 'olives', 'tomato']",10,20,30,6,easy,False,A light but satisfying dinner built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Sun-Dried Tomato Chicken Sheet Pan Dinner,entree,Mediterranean,"['chicken breast', 'olive oil', 'onion', 'bell pepper', 'broccoli', 'carrot', 'snap peas', 'cucumber']",18,22,40,2,easy,False,A fresh and herb-forward main dish built around chicken with sheet pan dinner.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Herb Chicken Skillet,entree,American,"['chicken breast', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'mushrooms', 'parsley', 'paprika']",12,23,35,4,easy,False,A hearty and simple main dish built around chicken with skillet.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Garlic Chicken Skillet,entree,American,"['chicken breast', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'broccoli', 'carrot', 'rosemary', 'parsley']",15,10,25,6,easy,False,A comfort-food style dinner built around chicken with skillet.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Smoky Chicken Skillet,entree,American,"['chicken breast', 'olive oil', 'garlic powder', 'butter']",12,18,30,4,easy,False,A comfort-food style dinner built around chicken with skillet.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and garlic powder until fully cooked. 4. Combine everything and serve hot.,1
Lemon Pepper Chicken Skillet,entree,American,"['chicken breast', 'olive oil', 'onion', 'garlic', 'butter']",12,10,22,4,easy,False,A savory weeknight entree built around chicken with skillet.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Roasted Chicken Skillet,entree,American,"['chicken breast', 'olive oil', 'onion', 'garlic', 'thyme', 'parsley']",10,15,25,6,easy,False,A hearty and simple main dish built around chicken with skillet.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Homestyle Chicken Skillet,entree,American,"['chicken breast', 'olive oil', 'onion', 'garlic', 'cauliflower', 'parsley', 'butter']",15,20,35,4,easy,False,A hearty and simple main dish built around chicken with skillet.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Chipotle Chicken Skillet,entree,Mexican,"['chicken breast', 'olive oil', 'onion', 'garlic', 'broccoli', 'carrot', 'snap peas', 'cilantro']",15,10,25,4,easy,False,A bold and zesty main dish built around chicken with skillet.,1. Prep the chicken breast and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the chicken breast with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
