title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary
Homestyle Chicken Wrap,entree,American,"['chicken breast', 'olive oil', 'onion', 'garlic powder', 'thyme', 'lime', 'cilantro']",12,13,25,4,easy,False,A savory weeknight entree built around chicken with wrap.
Chipotle Chicken Wrap,entree,Mexican,"['chicken breast', 'olive oil', 'flour tortillas', 'eggplant', 'tomato', 'zucchini', 'lime', 'cilantro']",15,10,25,4,easy,False,A family-friendly taco night style meal built around chicken with wrap.
Cilantro Lime Chicken Wrap,entree,Mexican,"['chicken breast', 'olive oil', 'lime']",15,10,25,2,easy,False,A Mexican-inspired entree with bright flavors built around chicken with wrap.
Spicy Chicken Wrap,entree,Mexican,"['chicken breast', 'olive oil', 'cumin', 'lime', 'cilantro']",12,10,22,4,easy,False,A bold and zesty main dish built around chicken with wrap.
Smoky Chicken Cauliflower Wrap,entree,Mexican,"['chicken breast', 'olive oil', 'flour tortillas', 'cumin', 'lime', 'cilantro']",10,15,25,6,easy,False,A bold and zesty main dish built around chicken with wrap.
Salsa Verde Chicken Wrap,entree,Mexican,"['chicken breast', 'olive oil', 'flour tortillas', 'onion', 'chili powder', 'lime', 'cilantro']",10,10,20,4,easy,False,A bold and zesty main dish built around chicken with wrap.
Southwest Chicken Wrap,entree,Mexican,"['chicken breast', 'olive oil', 'flour tortillas', 'mushrooms', 'onion', 'peas', 'lime', 'jalapeno', 'cilantro']",12,13,25,2,easy,False,A family-friendly taco night style meal built around chicken with wrap.
Lemon Herb Chicken Wrap,entree,Mediterranean,"['chicken breast', 'olive oil', 'cilantro']",18,10,28,6,easy,False,A bright Mediterranean-style entree built around chicken with wrap.
Mediterranean Chicken Wrap,entree,Mediterranean,"['chicken breast', 'olive oil', 'lime', 'cilantro']",12,10,22,6,easy,False,A light but satisfying dinner built around chicken with wrap.
Garlic Oregano Chicken Wrap,entree,Mediterranean,"['chicken breast', 'olive oil', 'feta', 'lime', 'cilantro']",18,10,28,4,easy,False,A fresh and herb-forward main dish built around chicken with wrap.
Tomato Olive Chicken Wrap,entree,Mediterranean,"['chicken breast', 'olive oil', 'onion', 'lemon', 'lime', 'cilantro']",10,10,20,2,easy,False,A fresh and herb-forward main dish built around chicken with wrap.
Zesty Herb Chicken Wrap,entree,Mediterranean,"['chicken breast', 'olive oil', 'onion', 'lemon', 'parsley', 'lime', 'cilantro']",12,13,25,4,easy,False,A fresh and herb-forward main dish built around chicken with wrap.
Sun-Dried Tomato Chicken Wrap,entree,Mediterranean,"['chicken breast', 'olive oil', 'flour tortillas', 'corn', 'onion', 'lemon', 'lime', 'cilantro']",18,10,28,4,easy,False,A light but satisfying dinner built around chicken with wrap.
Herb Chicken Grain Bowl,entree,American,"['chicken breast', 'olive oil', 'quinoa', 'eggplant', 'tomato', 'zucchini', 'paprika', 'thyme', 'garlic']",15,20,35,2,easy,False,A comfort-food style dinner built around chicken with grain bowl.
Garlic Chicken Grain Bowl,entree,American,"['chicken breast', 'olive oil', 'salt', 'black pepper', 'quinoa', 'corn', 'onion', 'paprika', 'parsley', 'garlic']",18,10,28,4,easy,False,A savory weeknight entree built around chicken with grain bowl.
Smoky Chicken Grain Bowl,entree,American,"['chicken breast', 'olive oil', 'quinoa', 'garlic']",15,10,25,6,easy,False,A savory weeknight entree built around chicken with grain bowl.
Lemon Pepper Chicken Grain Bowl,entree,American,"['chicken breast', 'olive oil', 'quinoa', 'thyme', 'garlic']",15,15,30,6,easy,False,A savory weeknight entree built around chicken with grain bowl.
Roasted Chicken Grain Bowl,entree,American,"['chicken breast', 'olive oil', 'quinoa', 'cauliflower', 'parsley', 'garlic']",15,15,30,4,easy,False,A savory weeknight entree built around chicken with grain bowl.
Homestyle Chicken Grain Bowl,entree,American,"['chicken breast', 'olive oil', 'quinoa', 'kale', 'parsley', 'garlic powder', 'garlic']",10,15,25,2,easy,False,A hearty and simple main dish built around chicken with grain bowl.
Lemon Herb Chicken Grain Bowl,entree,Mediterranean,"['chicken breast', 'olive oil', 'quinoa', 'eggplant', 'tomato', 'zucchini', 'olives', 'garlic']",15,20,35,4,easy,False,A bright Mediterranean-style entree built around chicken with grain bowl.
Mediterranean Chicken Grain Bowl,entree,Mediterranean,"['chicken breast', 'olive oil', 'quinoa']",15,10,25,6,easy,False,A bright Mediterranean-style entree built around chicken with grain bowl.
Garlic Oregano Chicken Grain Bowl,entree,Mediterranean,"['chicken breast', 'olive oil', 'quinoa', 'feta', 'garlic']",18,12,30,6,easy,False,A bright Mediterranean-style entree built around chicken with grain bowl.
Tomato Olive Chicken Grain Bowl,entree,Mediterranean,"['chicken breast', 'olive oil', 'quinoa', 'cabbage', 'oregano', 'garlic']",12,13,25,4,easy,False,A bright Mediterranean-style entree built around chicken with grain bowl.
Zesty Herb Chicken Grain Bowl,entree,Mediterranean,"['chicken breast', 'olive oil', 'quinoa', 'onion', 'bell pepper', 'parsley', 'garlic']",20,10,30,2,easy,False,A fresh and herb-forward main dish built around chicken with grain bowl.
Sun-Dried Tomato Chicken Grain Bowl,entree,Mediterranean,"['chicken breast', 'olive oil', 'quinoa', 'broccoli', 'carrot', 'snap peas', 'lemon', 'feta', 'garlic']",20,10,30,2,easy,False,A bright Mediterranean-style entree built around chicken with grain bowl.
Herb Chicken Stew,entree,American,"['chicken breast', 'olive oil', 'broth']",18,27,45,2,medium,False,A savory weeknight entree built around chicken with stew.
Garlic Chicken Stew,entree,American,"['chicken breast', 'olive oil', 'broth', 'garlic']",12,28,40,4,medium,False,A hearty and simple main dish built around chicken with stew.
Smoky Chicken Stew,entree,American,"['chicken breast', 'olive oil', 'broth', 'thyme', 'garlic']",15,35,50,6,medium,False,A hearty and simple main dish built around chicken with stew.
Lemon Pepper Chicken Stew,entree,American,"['chicken breast', 'olive oil', 'broth', 'rosemary', 'paprika', 'garlic']",12,33,45,2,medium,False,A savory weeknight entree built around chicken with stew.
Roasted Chicken Stew,entree,American,"['chicken breast', 'olive oil', 'broth', 'carrot', 'butter', 'paprika', 'garlic']",15,25,40,4,medium,False,A hearty and simple main dish built around chicken with stew.
Homestyle Chicken Stew,entree,American,"['chicken breast', 'olive oil', 'broth', 'carrot', 'celery', 'onion', 'butter', 'garlic']",12,28,40,6,medium,False,A hearty and simple main dish built around chicken with stew.
Lemon Herb Chicken Stew,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'carrot', 'celery', 'onion', 'bell pepper', 'lemon', 'garlic']",18,27,45,4,medium,False,A fresh and herb-forward main dish built around chicken with stew.
Mediterranean Chicken Stew,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'carrot', 'celery', 'onion', 'bell pepper', 'feta', 'oregano', 'garlic']",10,30,40,2,medium,False,A light but satisfying dinner built around chicken with stew.
Garlic Oregano Chicken Stew,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'garlic']",15,30,45,4,medium,False,A light but satisfying dinner built around chicken with stew.
Tomato Olive Chicken Stew,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'carrot', 'garlic']",10,30,40,6,medium,False,A light but satisfying dinner built around chicken with stew.
Zesty Herb Chicken Stew,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'feta', 'oregano', 'garlic']",10,40,50,4,medium,False,A bright Mediterranean-style entree built around chicken with stew.
Sun-Dried Tomato Chicken Stew,entree,Mediterranean,"['chicken breast', 'olive oil', 'broth', 'onion', 'oregano', 'feta', 'garlic']",10,35,45,2,medium,False,A fresh and herb-forward main dish built around chicken with stew.
Herb Beef Rice Bowl,entree,American,"['beef sirloin', 'olive oil', 'rice', 'corn', 'onion', 'parsley', 'thyme', 'garlic']",12,13,25,2,easy,False,A savory weeknight entree built around beef with rice bowl.
Garlic Beef Rice Bowl,entree,American,"['beef sirloin', 'olive oil', 'rice']",18,10,28,4,easy,False,A savory weeknight entree built around beef with rice bowl.
Smoky Beef Rice Bowl,entree,American,"['beef sirloin', 'olive oil', 'rice', 'butter', 'garlic']",12,10,22,6,easy,False,A savory weeknight entree built around beef with rice bowl.
Lemon Pepper Beef Rice Bowl,entree,American,"['beef sirloin', 'olive oil', 'rice', 'parsley', 'thyme', 'garlic']",18,10,28,6,easy,False,A hearty and simple main dish built around beef with rice bowl.
Roasted Beef Rice Bowl,entree,American,"['beef sirloin', 'olive oil', 'rice', 'onion', 'garlic powder', 'thyme', 'garlic']",20,10,30,4,easy,False,A hearty and simple main dish built around beef with rice bowl.
Homestyle Beef Rice Bowl,entree,American,"['beef sirloin', 'olive oil', 'rice', 'onion', 'bell pepper', 'zucchini', 'thyme', 'parsley', 'garlic']",12,18,30,6,easy,False,A hearty and simple main dish built around beef with rice bowl.
Chipotle Beef Rice Bowl,entree,Mexican,"['beef sirloin', 'olive oil', 'rice']",12,18,30,2,easy,False,A bold and zesty main dish built around beef with rice bowl.
Cilantro Lime Beef Rice Bowl,entree,Mexican,"['beef sirloin', 'olive oil', 'rice', 'garlic']",18,10,28,2,easy,False,A bold and zesty main dish built around beef with rice bowl.
Spicy Beef Rice Bowl,entree,Mexican,"['beef sirloin', 'olive oil', 'rice', 'cilantro', 'garlic']",18,10,28,6,easy,False,A family-friendly taco night style meal built around beef with rice bowl.
Smoky Beef Sweet Potato Rice Bowl,entree,Mexican,"['beef sirloin', 'olive oil', 'rice', 'sweet potato', 'onion', 'garlic']",12,10,22,4,easy,False,A Mexican-inspired entree with bright flavors built around beef with rice bowl.
Salsa Verde Beef Rice Bowl,entree,Mexican,"['beef sirloin', 'olive oil', 'rice', 'spinach', 'onion', 'cilantro', 'garlic']",10,10,20,4,easy,False,A Mexican-inspired entree with bright flavors built around beef with rice bowl.
Southwest Beef Rice Bowl,entree,Mexican,"['beef sirloin', 'olive oil', 'rice', 'mushrooms', 'onion', 'cumin', 'cilantro', 'garlic']",10,20,30,4,easy,False,A bold and zesty main dish built around beef with rice bowl.
Lemon Herb Beef Rice Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'rice', 'kale', 'white beans', 'tomato', 'cucumber', 'olives', 'garlic']",10,10,20,6,easy,False,A bright Mediterranean-style entree built around beef with rice bowl.
Mediterranean Beef Rice Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'salt', 'black pepper', 'rice', 'kale', 'white beans', 'tomato', 'parsley', 'garlic']",12,18,30,2,easy,False,A light but satisfying dinner built around beef with rice bowl.
Garlic Oregano Beef Rice Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'rice', 'garlic']",20,10,30,4,easy,False,A fresh and herb-forward main dish built around beef with rice bowl.
Tomato Olive Beef Rice Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'rice', 'oregano', 'garlic']",12,10,22,6,easy,False,A light but satisfying dinner built around beef with rice bowl.
Zesty Herb Beef Rice Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'rice', 'onion', 'bell pepper', 'garlic']",15,10,25,4,easy,False,A light but satisfying dinner built around beef with rice bowl.
Sun-Dried Tomato Beef Rice Bowl,entree,Mediterranean,"['beef sirloin', 'olive oil', 'rice', 'eggplant', 'tomato', 'parsley', 'garlic']",15,15,30,4,easy,False,A light but satisfying dinner built around beef with rice bowl.
Ginger Garlic Beef Rice Bowl,entree,Asian,"['beef sirloin', 'olive oil', 'rice', 'mushrooms', 'onion', 'peas', 'green onion', 'garlic']",15,15,30,6,easy,False,A savory umami-forward main dish built around beef with rice bowl.
Sesame Beef Rice Bowl,entree,Asian,"['beef sirloin', 'olive oil', 'rice']",20,10,30,4,easy,False,A quick Asian-inspired entree built around beef with rice bowl.
Soy Glazed Beef Rice Bowl,entree,Asian,"['beef sirloin', 'olive oil', 'rice', 'eggplant', 'garlic']",18,10,28,4,easy,False,A savory umami-forward main dish built around beef with rice bowl.
Sweet Chili Beef Rice Bowl,entree,Asian,"['beef sirloin', 'olive oil', 'rice', 'ginger', 'soy sauce', 'garlic']",15,15,30,4,easy,False,A quick Asian-inspired entree built around beef with rice bowl.
Teriyaki Beef Rice Bowl,entree,Asian,"['beef sirloin', 'olive oil', 'rice', 'eggplant', 'tomato', 'zucchini', 'garlic']",10,10,20,6,easy,False,A quick Asian-inspired entree built around beef with rice bowl.
Scallion Beef Rice Bowl,entree,Asian,"['beef sirloin', 'olive oil', 'rice', 'broccoli', 'carrot', 'snap peas', 'honey', 'sesame oil', 'garlic']",20,10,30,2,easy,False,A takeout-style dinner made at home built around beef with rice bowl.
Herb Beef Pasta,entree,American,"['beef sirloin', 'olive oil', 'pasta']",10,10,20,6,easy,False,A comfort-food style dinner built around beef with pasta.
Garlic Beef Pasta,entree,American,"['beef sirloin', 'olive oil', 'pasta', 'parmesan']",18,12,30,2,easy,False,A comfort-food style dinner built around beef with pasta.
Smoky Beef Pasta,entree,American,"['beef sirloin', 'olive oil', 'pasta', 'garlic', 'parmesan']",20,10,30,2,easy,False,A hearty and simple main dish built around beef with pasta.
Lemon Pepper Beef Pasta,entree,American,"['beef sirloin', 'olive oil', 'pasta', 'rosemary', 'garlic', 'parmesan']",12,18,30,6,easy,False,A hearty and simple main dish built around beef with pasta.
Roasted Beef Pasta,entree,American,"['beef sirloin', 'olive oil', 'pasta', 'butter', 'thyme', 'garlic', 'parmesan']",20,10,30,4,easy,False,A hearty and simple main dish built around beef with pasta.
Homestyle Beef Pasta,entree,American,"['beef sirloin', 'olive oil', 'pasta', 'onion', 'bell pepper', 'paprika', 'garlic', 'parmesan']",18,10,28,6,easy,False,A hearty and simple main dish built around beef with pasta.
Lemon Herb Beef Pasta,entree,Mediterranean,"['beef sirloin', 'olive oil', 'pasta', 'sweet potato', 'onion', 'black beans', 'oregano', 'garlic', 'parmesan']",15,10,25,6,easy,False,A bright Mediterranean-style entree built around beef with pasta.
Mediterranean Beef Pasta,entree,Mediterranean,"['beef sirloin', 'olive oil', 'pasta', 'sweet potato', 'onion', 'black beans', 'tomato', 'olives', 'garlic', 'parmesan']",20,10,30,4,easy,False,A light but satisfying dinner built around beef with pasta.
Garlic Oregano Beef Pasta,entree,Mediterranean,"['beef sirloin', 'olive oil', 'pasta', 'parmesan']",15,15,30,4,easy,False,A fresh and herb-forward main dish built around beef with pasta.
Tomato Olive Beef Pasta,entree,Mediterranean,"['beef sirloin', 'olive oil', 'pasta', 'garlic', 'parmesan']",15,10,25,4,easy,False,A bright Mediterranean-style entree built around beef with pasta.
Zesty Herb Beef Pasta,entree,Mediterranean,"['beef sirloin', 'olive oil', 'pasta', 'parsley', 'garlic', 'parmesan']",10,20,30,6,easy,False,A fresh and herb-forward main dish built around beef with pasta.
Sun-Dried Tomato Beef Pasta,entree,Mediterranean,"['beef sirloin', 'olive oil', 'pasta', 'cauliflower', 'carrot', 'garlic', 'parmesan']",20,10,30,6,easy,False,A bright Mediterranean-style entree built around beef with pasta.
Herb Beef Tacos,entree,American,"['beef sirloin', 'olive oil', 'corn tortillas', 'onion', 'bell pepper', 'paprika', 'lime', 'cilantro']",15,15,30,4,easy,False,A comfort-food style dinner built around beef with tacos.
Garlic Beef Tacos,entree,American,"['beef sirloin', 'olive oil', 'sweet potato']",18,10,28,6,easy,False,A comfort-food style dinner built around beef with tacos.
Smoky Beef Tacos,entree,American,"['beef sirloin', 'olive oil', 'garlic powder', 'lime', 'cilantro']",10,15,25,4,easy,False,A savory weeknight entree built around beef with tacos.
